algorithm,model,embedding_model,decoding_algorithm,condition_label,pair_name,condition_bits,replication,status,thinking_mode_supported,raw_row_path,candidate_edge_count,verified_edge_count,accuracy,precision,recall,f1,avg_duration_seconds,avg_tokens_per_second,max_duration_seconds,max_tokens_per_second,response_trace_count,total_completion_tokens,total_prompt_tokens
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011101,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011101/rep_01/raw_row.json,20,9,1.0,1.0,1.0,1.0,4.42755,18.751565,10.14806,25.226498,4,385,5379
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011101,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011101/rep_02/raw_row.json,19,13,0.0,0.0,0.0,0.0,2.4501505999999997,32.6144632,7.197128,35.84312,5,420,7134
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011101,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011101/rep_02/raw_row.json,20,13,0.0,0.0,0.0,0.0,2.8175192,27.8583188,7.991963,33.887692,5,423,7143
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011101,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011101/rep_02/raw_row.json,20,9,1.0,1.0,1.0,1.0,4.357987,19.0308735,9.973025,25.669243,4,385,5379
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011101,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011101/rep_03/raw_row.json,19,13,0.0,0.0,0.0,0.0,2.4633816,32.4559262,7.243001,35.860423,5,420,7134
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011101,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011101/rep_03/raw_row.json,20,13,0.0,0.0,0.0,0.0,2.7984244,28.068820800000005,7.944892,34.307411,5,423,7143
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011101,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011101/rep_03/raw_row.json,20,9,1.0,1.0,1.0,1.0,4.44936725,18.72713475,10.265615,24.937619,4,385,5379
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011101,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011101/rep_04/raw_row.json,19,13,0.0,0.0,0.0,0.0,2.5034652,32.143772999999996,7.413906,35.938572,5,420,7134
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011101,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011101/rep_04/raw_row.json,20,13,0.0,0.0,0.0,0.0,2.816755,27.921726,8.009885,33.972118,5,423,7143
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011101,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011101/rep_04/raw_row.json,20,9,1.0,1.0,1.0,1.0,4.41515125,18.73002975,10.050118,25.472338,4,385,5379
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011110,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011110/rep_00/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.56946575,25.0235975,4.984173,36.329399,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011110,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011110/rep_00/raw_row.json,17,8,1.0,1.0,1.0,1.0,4.12592,17.2969005,10.007007,32.968086,6,445,36565
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011110,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011110/rep_00/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.7372005999999995,13.155706200000001,14.770849,18.70424,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011110,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011110/rep_01/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.544413,25.207797499999998,4.913887,36.375108,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011110,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011110/rep_01/raw_row.json,17,8,1.0,1.0,1.0,1.0,4.192075833333333,17.506022166666664,10.192022,35.794827,6,445,36565
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011110,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011110/rep_01/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.7088608,13.2324678,14.873242,18.483129,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011110,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011110/rep_02/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.61030425,24.08845375,4.943901,32.118753,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011110,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011110/rep_02/raw_row.json,17,8,1.0,1.0,1.0,1.0,4.118749666666667,17.5062665,10.002033,34.366685,6,445,36565
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011110,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011110/rep_02/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.690453199999999,13.273025,14.819118,18.539736,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011110,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011110/rep_03/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.54394175,25.22421775,4.917836,36.43568,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011110,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011110/rep_03/raw_row.json,17,8,1.0,1.0,1.0,1.0,4.164791,17.038442666666665,10.141413,31.826819,6,445,36565
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011110,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011110/rep_03/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.7037548000000005,13.2609916,14.90119,18.526867,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011110,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011110/rep_04/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.54738025,25.24476625,4.936932,36.705847,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011110,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011110/rep_04/raw_row.json,17,8,1.0,1.0,1.0,1.0,4.1217836666666665,17.468077166666667,10.003767,34.160071,6,445,36565
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011110,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011110/rep_04/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.7131354000000005,13.2468108,14.892633,18.646852,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011111,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011111/rep_00/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.6007575,24.388046000000003,5.003149,33.51465,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011111,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011111/rep_00/raw_row.json,14,10,1.0,1.0,1.0,1.0,4.2265136,17.5326328,10.109599,32.971344,5,350,29211
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011111,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011111/rep_00/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.704693000000001,13.2448812,14.820878,18.626255,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011111,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011111/rep_01/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.53337125,25.102099,4.850528,35.158446,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011111,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011111/rep_01/raw_row.json,14,10,1.0,1.0,1.0,1.0,4.189587,17.8015894,10.095288,33.770864,5,350,29211
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011111,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011111/rep_01/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.7392319999999994,13.1718388,14.772464,18.802686,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011111,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011111/rep_02/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.5981345,24.24779175,4.926063,32.669522,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011111,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011111/rep_02/raw_row.json,14,10,1.0,1.0,1.0,1.0,4.1486154,17.9449854,9.816985,34.26838,5,350,29211
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011111,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011111/rep_02/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.6866196,13.319529600000001,14.834114,18.794567,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011111,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011111/rep_03/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.546114,24.948955,4.861659,34.857432,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011111,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011111/rep_03/raw_row.json,14,10,1.0,1.0,1.0,1.0,4.1288064,17.996631999999998,9.8056,34.181031,5,350,29211
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011111,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011111/rep_03/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.6869104,13.3481038,14.847113,18.998021,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,011111,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/011111/rep_04/raw_row.json,12,10,1.0,1.0,1.0,1.0,2.54551275,25.27458525,4.94166,36.757871,4,271,21892
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,011111,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/011111/rep_04/raw_row.json,14,10,1.0,1.0,1.0,1.0,4.1224308,18.0271536,9.822002,34.178871,5,350,29211
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,011111,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/011111/rep_04/raw_row.json,21,15,1.0,1.0,1.0,1.0,5.690049,13.285278600000002,14.771237,18.756213,5,417,29257
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100000,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100000/rep_00/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.73829775,33.461639500000004,7.153638,36.561905,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100000,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100000/rep_00/raw_row.json,19,13,1.0,1.0,1.0,1.0,2.8152616000000004,27.6619326,8.162114,33.633418,5,418,6851
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100000,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100000/rep_00/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.449882,18.2630055,10.098517,25.350257,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100000,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100000/rep_01/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.75718,32.955204,7.130652,35.901343,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100000,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100000/rep_01/raw_row.json,19,13,1.0,1.0,1.0,1.0,2.7563564,28.0450418,7.922338,34.221758,5,418,6851
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100000,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100000/rep_01/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.36359075,18.72973025,10.045605,25.483782,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100000,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100000/rep_02/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.7440585,32.21977125,6.882998,37.418793,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100000,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100000/rep_02/raw_row.json,19,13,1.0,1.0,1.0,1.0,2.7253312000000003,28.1890066,7.772019,34.817197,5,418,6851
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100000,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100000/rep_02/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.40778575,18.5400445,10.147417,25.228095,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100000,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100000/rep_03/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.72864725,33.120297,7.047399,36.50882,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100000,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100000/rep_03/raw_row.json,19,13,1.0,1.0,1.0,1.0,2.8402928000000003,27.6306828,8.309796,33.790247,5,418,6851
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100000,3,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100000/rep_03/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.5514975,18.07487275,10.591498,24.17033,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100000,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100000/rep_04/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.74084675,33.355347,7.139998,36.050468,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100000,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100000/rep_04/raw_row.json,19,13,1.0,1.0,1.0,1.0,2.7509395999999997,28.0303624,7.882025,34.413161,5,418,6851
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100000,4,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100000/rep_04/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.333788,18.8053085,9.926367,25.789898,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100001,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100001/rep_00/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.756605,33.172225250000004,7.180782,35.769269,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100001,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100001/rep_00/raw_row.json,20,9,0.0,0.0,0.0,0.0,3.0948205,29.00295825,7.871464,34.426584,4,385,5163
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100001,0,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100001/rep_00/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.321702,18.952289,9.988754,25.628821,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100001,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100001/rep_01/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.7248245,33.4087465,7.074985,36.257878,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100001,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100001/rep_01/raw_row.json,20,9,0.0,0.0,0.0,0.0,3.09283025,29.015948,7.864502,34.20472,4,385,5163
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,contrastive,contrastive_penalty_alpha_0.2,sg2_sg3,100001,1,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/contrastive_penalty_alpha_0.2/sg2_sg3/100001/rep_01/raw_row.json,20,10,1.0,1.0,1.0,1.0,4.40227425,18.62287,10.190457,25.121543,4,382,5164
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,greedy,greedy,sg2_sg3,100001,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/greedy/sg2_sg3/100001/rep_02/raw_row.json,20,11,1.0,1.0,1.0,1.0,2.74650975,33.14577625,7.118263,35.963832,4,383,5162
algo2,mistralai/Ministral-3-8B-Instruct-2512,Qwen/Qwen3-Embedding-0.6B,beam,beam_num_beams_2,sg2_sg3,100001,2,finished,False,/workspace/results/hf-paper-batch-algo2-mistral-current/runs/algo2/mistralai__Ministral-3-8B-Instruct-2512/beam_num_beams_2/sg2_sg3/100001/rep_02/raw_row.json,20,9,0.0,0.0,0.0,0.0,3.09684475,28.471724000000002,7.650929,35.610574,4,385,5163
